amount,payment_method,hour,day_of_week,account_age_days,total_transactions,avg_transaction_amount,failed_transactions,previous_fraud_count,transactions_last_5min,transactions_last_1hour,transactions_last_24hours,amount_last_1hour,time_since_last_transaction,new_receiver,fraud
505.35,UPI,11,1,662,32,2667.8,3,0,0,3,5,1153.3,4948.016375153482,0,0
5029.68,UPI,20,5,94,45,606.71,2,0,0,1,12,573.89,5474.312285306431,1,0
1987.15,UPI,7,3,331,45,1724.92,3,1,0,2,8,950.37,3704.0666048286575,0,0
395.79,UPI,19,4,86,35,339.74,2,0,0,4,10,5820.02,1703.9108659334354,0,0
426.17,UPI,20,3,1337,34,650.7,2,0,1,2,12,1799.29,4619.010206317751,0,0
880.31,ACCOUNT,15,5,1015,39,910.94,3,0,1,1,9,1141.53,4314.95533688622,1,0
382.14,UPI,7,5,547,32,1131.29,5,1,1,3,9,925.55,1998.249307075823,0,0
220.09,ACCOUNT,14,1,725,37,756.56,0,0,0,1,6,3488.57,641.9622652669133,0,0
3757.64,ACCOUNT,6,1,1267,24,533.5,1,0,1,1,7,1605.88,9675.674722184142,0,0
157.87,ACCOUNT,8,4,220,41,338.56,1,0,3,1,5,2135.43,7085.917261297528,1,0
5526.11,UPI,14,0,461,34,260.59,3,0,0,2,5,108.54,2583.3233883674043,0,0
717.05,ACCOUNT,11,3,439,36,715.72,3,0,0,0,6,7737.94,946.4419978106436,0,0
1729.91,UPI,11,5,996,44,475.27,3,0,0,3,10,566.19,588.9614728033158,0,0
11019.95,ACCOUNT,11,6,845,43,522.14,1,0,0,1,15,1849.35,2808.914256999104,0,0
2172.11,ACCOUNT,9,1,293,36,692.7,1,0,0,2,12,340.32,4322.506463243028,0,0
573.98,ACCOUNT,21,3,538,34,284.75,1,0,1,2,6,391.48,696.5614775292077,0,0
6530.26,UPI,6,6,1286,36,1387.42,4,0,1,0,5,1711.62,964.9881261498007,0,0
173.21,UPI,2,0,1487,55,673.36,1,0,0,2,15,445.91,2265.9165161700776,0,0
1370.77,UPI,2,5,33,56,967.12,0,1,0,2,9,780.01,8880.327939145795,0,0
3973.08,UPI,19,4,165,35,1000.68,1,0,0,3,8,345.12,1780.1486909969085,0,0
686.36,UPI,6,1,231,34,203.9,4,0,3,0,7,480.44,1893.049673304818,0,0
386.4,UPI,10,6,392,46,2403.41,4,0,2,0,9,310.2,2755.423297452919,0,0
316.1,UPI,14,0,1440,41,527.26,2,0,0,4,7,916.42,476.61858135004104,0,0
993.48,UPI,20,0,293,41,424.82,4,0,2,0,10,2544.81,302.0219754675601,1,0
149.36,UPI,11,2,329,48,4343.4,0,0,0,1,7,345.94,105.41840057580409,0,0
161.36,UPI,6,3,5,40,276.97,1,0,0,3,11,608.29,21.244079959409927,0,0
573.89,UPI,8,1,44,39,1479.66,3,0,0,5,9,343.14,4602.607885875308,0,0
701.25,ACCOUNT,19,6,732,33,827.88,0,0,0,0,8,2105.72,467.8987095764952,0,0
1508.96,UPI,22,0,547,46,273.47,3,0,0,3,13,944.04,2737.469673260169,0,1
790.14,UPI,14,5,117,40,1081.97,2,0,0,2,6,619.39,3997.622944835358,0,0
550.51,UPI,19,2,476,53,647.08,1,0,1,1,12,1422.71,574.8620425306341,1,0
3852.75,UPI,19,4,1113,38,376.24,4,0,1,1,7,747.61,1839.4802125318286,0,0
1563.39,ACCOUNT,0,0,1154,38,1236.55,3,0,0,3,5,2903.59,842.0767055838032,0,0
7031.53,ACCOUNT,11,3,441,36,273.1,1,0,0,2,10,1114.76,2426.1444743787015,1,0
1076.99,UPI,22,6,68,41,1612.34,1,0,1,3,11,347.56,4003.6395137970085,1,0
211.74,UPI,2,1,60,47,1650.52,2,0,1,6,12,980.46,6596.405672090338,0,0
546.49,ACCOUNT,15,3,40,28,834.34,1,0,0,3,11,510.47,5585.348571670169,0,0
332.91,ACCOUNT,9,2,1145,48,217.55,1,0,1,5,8,860.63,4430.887283014547,0,0
1252.3,UPI,22,4,1363,38,812.22,1,0,0,1,8,682.19,428.6590473265451,0,0
1287.24,UPI,7,1,328,25,1951.8,0,0,2,1,5,1584.68,357.76902290821,1,0
320.62,UPI,9,3,1354,47,926.6,2,0,1,2,8,4784.93,2029.5825514081455,0,0
871.7,ACCOUNT,11,4,288,35,508.4,3,0,0,3,7,3043.14,4461.453409539708,0,0
1700.49,UPI,6,1,207,37,786.29,3,1,0,3,8,796.8,207.39438820652362,0,0
406.47,UPI,23,5,360,51,555.44,1,0,1,2,8,12026.06,4274.440857332647,0,0
27677.55,UPI,17,1,1012,47,793.74,1,0,1,4,12,848.32,1622.2985579499418,0,0
663.42,ACCOUNT,9,0,1395,34,368.17,1,0,0,4,8,1541.4,6193.972396656076,0,0
903.59,UPI,3,2,596,31,661.34,2,0,0,1,4,8061.61,11838.944447905096,1,0
554.98,UPI,23,1,972,44,402.85,2,0,0,2,7,4224.73,6954.13193142481,0,0
272.53,UPI,7,6,775,49,570.43,3,1,0,4,10,734.18,2280.0382697518194,1,0
502.94,ACCOUNT,21,3,127,41,1597.45,2,0,0,0,4,1343.02,2214.157255252484,0,0
631.34,ACCOUNT,8,0,173,32,567.91,1,0,0,1,10,2576.87,4481.739903411946,0,0
1612.18,UPI,9,5,1448,34,1055.4,2,0,0,0,4,9839.1,11500.198327534212,1,0
1202.61,ACCOUNT,14,6,978,42,680.76,1,0,1,2,6,874.57,712.8227721178291,0,0
325.78,ACCOUNT,9,1,856,46,948.61,1,0,1,1,6,686.61,126.95427701367504,1,0
1730.47,ACCOUNT,20,0,855,34,2043.61,3,1,0,1,9,511.81,2512.3045933451313,0,0
1183.01,UPI,12,0,590,44,1380.9,2,0,0,1,9,809.14,1106.7204105688822,0,0
3711.98,ACCOUNT,20,0,296,37,857.53,0,0,1,4,7,1074.92,5046.991037462541,1,0
8300.93,ACCOUNT,3,2,1195,45,267.1,2,0,1,1,10,1693.86,2150.882545056964,0,0
2105.48,ACCOUNT,6,0,1240,40,1453.29,4,0,1,3,6,211.86,672.6029072398547,0,1
2190.34,UPI,18,5,188,43,676.2,1,0,1,1,8,783.75,4791.777316840056,0,0
507.19,UPI,18,1,352,33,1855.94,1,1,0,3,9,599.26,7112.236452385514,1,0
953.79,UPI,11,0,1333,36,1295.2,2,0,3,0,5,331.15,1638.4380238747833,0,0
91.38,UPI,14,5,646,44,729.46,2,0,0,0,8,271.56,1935.230554822182,0,0
679.81,UPI,6,2,1460,45,55.35,4,0,2,0,4,6148.18,3140.8868313301364,0,0
1814.91,ACCOUNT,7,3,176,45,540.88,1,0,0,5,4,8980.71,3338.3801488445915,0,0
5454.84,ACCOUNT,22,1,110,38,954.62,4,0,1,4,9,4607.56,867.2696222612735,0,0
849.54,ACCOUNT,4,4,115,46,1757.3,2,0,0,2,11,1258.38,2346.519318613563,0,0
825.04,UPI,19,1,1378,40,287.55,1,0,0,3,9,187.29,2388.7565558112638,0,0
715.63,UPI,2,0,1117,34,354.39,1,0,0,0,4,372.06,774.8946045004827,0,1
440.92,ACCOUNT,11,5,880,37,1339.71,3,0,0,0,6,381.22,610.9766152525334,1,0
418.09,UPI,10,6,397,40,263.82,1,0,2,1,12,106.9,372.8636518064791,0,0
455.16,ACCOUNT,2,3,647,34,2630.04,1,0,1,2,7,854.63,125.62674507952728,0,0
3856.4,ACCOUNT,9,6,145,39,225.18,1,0,1,2,11,1756.73,3575.883077026105,0,0
902.63,UPI,6,3,272,38,1446.34,3,0,0,1,13,2920.92,2430.5713106847575,1,0
352.35,ACCOUNT,21,4,616,34,438.47,3,0,0,1,9,2534.36,18.369230732547656,0,0
392.21,UPI,3,1,374,39,1270.01,2,0,0,3,4,511.31,1360.7213566643368,1,0
158.01,ACCOUNT,7,5,1045,46,482.92,1,0,0,3,12,814.51,3184.4939045886294,0,0
765.12,UPI,21,0,1101,38,745.66,3,0,1,3,9,678.37,480.0439946300719,0,0
570.26,UPI,6,5,983,51,886.4,2,0,1,3,10,1659.91,844.223505295642,1,0
1295.79,ACCOUNT,12,6,574,55,1711.93,1,1,0,1,7,1914.63,1100.5101157773752,1,0
2308.05,UPI,1,3,363,38,777.43,1,0,0,1,10,781.61,824.6861080481085,0,0
489.68,UPI,3,0,227,38,306.19,3,0,2,1,10,3096.56,4643.123452956292,0,0
872.5,ACCOUNT,2,1,1284,50,1403.82,1,0,0,3,4,1333.2,495.2345083213319,1,0
3130.54,ACCOUNT,1,0,51,36,139.83,0,0,0,0,8,872.42,6355.322822167104,0,1
546.34,ACCOUNT,20,5,1443,34,693.84,1,0,1,2,6,1555.5,435.97948683668596,0,0
315.55,ACCOUNT,12,3,806,41,490.76,1,0,0,2,15,12727.68,1229.0318089380187,1,0
1671.61,UPI,23,5,1293,32,206.53,4,0,0,4,11,5679.41,7609.4266496190985,0,0
3432.98,ACCOUNT,20,1,1054,39,468.01,2,0,0,1,13,3460.27,2798.6809595703467,0,0
3236.54,UPI,2,2,1345,35,560.15,0,0,0,2,9,3700.4,563.7298820562056,0,0
541.5,UPI,4,2,802,45,872.07,5,0,0,3,7,793.97,6838.348824003962,1,1
370.23,UPI,13,4,542,36,307.89,3,0,0,2,10,682.48,320.5332211819243,0,0
852.99,ACCOUNT,4,6,1003,44,582.38,2,0,0,0,8,3084.34,9795.854849549856,0,0
1125.71,UPI,16,3,322,42,4091.64,1,0,1,3,10,303.43,664.0775466615498,0,0
1075.58,ACCOUNT,12,2,918,52,1225.92,3,0,0,2,10,522.93,1705.1279894574366,0,0
615.37,UPI,16,2,841,41,1121.0,1,0,0,2,10,1155.45,412.6986867296688,0,0
3545.49,ACCOUNT,19,1,356,36,447.0,6,0,1,3,4,3077.4,6957.1274601944615,1,0
4157.93,UPI,11,3,789,38,411.62,3,0,0,2,9,2483.1,3555.511480949675,1,0
280.34,UPI,11,1,348,35,1352.06,0,0,0,0,13,878.96,4866.8156776540245,0,0
420.25,ACCOUNT,9,5,1221,38,400.32,4,0,0,0,3,1031.61,807.3636356742603,1,0
862.89,UPI,9,0,1437,39,819.6,4,0,0,3,11,1617.48,601.1340221686681,1,0
978.47,ACCOUNT,7,1,1134,50,783.58,1,0,1,4,13,1167.96,2286.6088855401454,0,0
1779.9,UPI,3,5,1038,39,735.06,0,0,0,3,10,645.07,3265.4075567483587,0,0
745.9,ACCOUNT,22,2,1117,40,137.52,0,0,0,1,10,1450.22,6348.433829377674,1,0
882.39,UPI,7,2,754,32,113.47,0,0,0,2,8,832.51,1138.9744308426555,0,0
103.99,ACCOUNT,0,4,221,34,443.25,2,0,0,2,11,2053.02,9107.713652727789,0,0
3687.37,UPI,8,6,1415,49,1517.85,3,0,1,4,14,692.88,523.205037090275,0,0
182.73,UPI,3,4,528,39,4788.39,4,0,1,1,4,2479.91,1342.0798873697483,0,0
183.09,UPI,9,6,152,40,1050.83,2,0,0,4,7,2808.93,1544.6596543734868,0,0
222.49,ACCOUNT,14,5,1379,33,427.42,0,0,1,0,11,965.04,5241.0692392774135,0,0
456.56,ACCOUNT,19,0,440,34,1135.05,3,0,1,1,9,5887.0,720.364534810642,0,0
3022.43,UPI,15,1,1071,36,81.87,3,1,1,4,9,873.84,9207.391068824292,0,0
3018.7,UPI,15,3,329,42,1279.74,1,0,1,3,9,2028.38,1225.6048900512142,0,0
635.08,UPI,19,6,1367,37,665.14,2,0,0,0,6,2114.93,5404.759274836455,1,0
240.33,ACCOUNT,0,1,1082,36,333.7,0,0,0,4,4,308.12,271.4756610402279,0,0
1538.29,UPI,18,5,341,41,402.86,1,1,0,6,8,9502.73,2673.5815388014134,0,0
780.65,ACCOUNT,10,4,1124,34,886.71,5,1,0,2,5,528.58,3360.8588290431003,0,0
2533.84,UPI,2,6,1273,32,255.38,2,0,1,2,10,1086.73,4055.6002892173556,0,0
313.77,ACCOUNT,1,2,651,44,155.54,2,0,0,1,9,686.78,5368.491183975177,0,0
802.52,ACCOUNT,19,6,20,45,440.74,2,0,0,4,6,1966.38,9013.220466163475,0,0
2224.35,ACCOUNT,11,3,268,47,255.94,2,0,0,3,10,195.86,1023.8449130396782,0,0
2798.82,ACCOUNT,4,6,763,33,1120.79,3,0,3,1,10,1935.21,1599.4692517514607,1,0
4462.24,ACCOUNT,23,1,1310,40,682.33,2,0,1,2,3,3638.65,905.264374059655,0,0
4523.84,UPI,16,5,824,47,794.38,1,0,0,2,2,2448.1,47.35199321760428,0,0
936.64,UPI,2,1,413,34,2323.21,2,0,1,2,10,1331.94,464.41678824504754,0,0
2824.4,ACCOUNT,8,3,1298,32,307.64,1,0,1,3,9,1843.14,14583.785673274493,0,0
2973.94,UPI,0,1,51,24,1320.58,1,0,1,2,11,632.53,4087.077374361126,1,1
319.23,ACCOUNT,11,5,1051,37,709.44,1,1,0,2,6,170.7,19655.719284502633,0,0
2001.41,UPI,16,4,748,45,2814.45,2,0,1,1,11,417.97,96.2971978744172,0,0
878.09,ACCOUNT,8,5,1377,33,155.42,0,0,0,3,6,7590.57,951.4561489771108,0,0
2081.19,UPI,19,4,943,47,792.1,2,0,1,4,6,796.06,556.8618895845616,1,0
1781.58,ACCOUNT,15,4,611,44,3175.32,2,0,1,0,7,365.58,2341.0750513890257,0,0
3157.17,UPI,1,1,1174,42,916.85,4,0,0,1,8,1099.35,4836.45400300826,0,0
2064.18,UPI,20,2,981,41,378.34,2,0,0,5,12,1032.94,4703.43694866536,0,0
820.25,ACCOUNT,17,0,1433,37,3278.64,0,0,1,4,7,5693.55,3744.623012883189,0,0
1338.48,UPI,7,5,552,28,580.23,6,0,1,3,7,1233.07,549.2637676043518,0,0
478.52,ACCOUNT,16,2,1422,30,1287.06,2,0,1,1,7,205.95,3040.40810003833,0,0
3981.5,UPI,11,0,1237,38,348.17,2,0,0,1,13,2410.57,3175.5074567793026,0,0
2707.93,UPI,0,4,991,46,1200.77,1,1,1,1,6,908.63,3973.1660039472486,0,0
307.67,UPI,13,6,1272,40,664.94,4,0,1,1,8,480.96,105.28343668929108,0,0
1536.19,ACCOUNT,23,6,1319,33,294.76,5,0,0,4,9,1050.15,3657.006885151354,0,0
4957.21,UPI,5,6,696,35,1819.83,2,0,0,3,7,1929.38,1880.3455707163964,1,0
2331.76,ACCOUNT,12,2,967,43,2273.48,4,0,1,3,10,6044.39,1231.3778575534177,0,0
1725.65,UPI,14,4,231,32,433.16,1,0,0,2,10,1773.09,5240.966338619276,0,0
2102.89,UPI,22,1,1468,37,844.71,2,0,0,3,6,381.02,4205.689109951809,0,0
1260.67,UPI,18,3,1209,49,819.43,1,0,1,1,5,1365.08,6429.160017002181,0,0
527.99,UPI,5,0,1283,53,1008.78,2,0,1,3,6,73.6,4713.164287591225,0,0
735.2,UPI,13,1,1305,36,1173.52,2,0,0,0,5,87.8,108.62110379693195,0,0
554.36,UPI,18,4,736,38,757.43,1,0,1,3,7,2499.75,2959.8024113058996,0,0
1628.75,UPI,14,6,1365,39,554.19,0,0,0,1,8,417.45,2292.6530663014214,0,0
3919.79,UPI,8,4,893,38,704.88,0,0,1,2,8,4949.73,8140.292114985127,0,0
3345.21,ACCOUNT,12,1,356,49,652.97,2,0,0,2,7,176.25,524.6944493419365,0,0
349.82,UPI,10,4,776,36,125.58,2,0,0,0,8,2067.92,3079.137413573666,0,0
465.65,UPI,15,0,196,52,1045.33,1,0,0,1,15,598.12,1782.2381827892773,0,0
615.12,UPI,11,0,718,50,510.51,2,0,0,2,12,695.58,3819.727112790329,0,0
1344.16,UPI,7,4,365,37,253.69,1,0,0,2,7,2612.77,1287.3470889352886,0,0
451.02,ACCOUNT,11,2,1189,40,271.11,2,1,1,2,6,1278.62,3446.8346725205374,0,0
2615.62,UPI,10,6,636,35,423.16,1,0,0,1,8,910.85,1835.0417960744314,0,0
306.53,ACCOUNT,16,0,513,42,1107.31,1,0,1,3,7,808.02,9490.731978945701,0,0
2422.33,UPI,1,1,591,30,233.8,2,0,0,2,10,892.28,22.375884226906127,0,0
1924.07,UPI,19,5,1034,47,3575.19,0,0,0,3,7,1573.01,96.7146527992408,0,0
305.33,UPI,4,3,993,33,159.27,4,0,0,4,5,2361.05,9835.93718399838,0,0
992.52,ACCOUNT,4,4,1246,37,1232.05,1,0,0,1,14,555.97,348.9852108753427,1,0
668.97,UPI,2,1,462,61,1475.95,0,0,2,3,13,4928.12,2151.6085641423992,0,0
374.8,UPI,19,3,915,33,665.01,2,0,0,1,9,1454.01,54.99929411156234,1,0
2124.25,UPI,13,4,400,44,1903.28,1,0,0,4,6,2193.39,6774.785164158733,0,0
1446.56,UPI,15,4,1103,44,1099.1,1,0,0,3,5,265.9,1267.9420683156836,0,0
516.03,ACCOUNT,3,2,1311,33,654.44,1,0,2,2,9,1545.42,4915.342855396468,0,0
6139.03,ACCOUNT,19,3,9,52,1140.24,1,0,0,1,5,4125.96,3070.400353563819,0,0
831.58,ACCOUNT,17,6,382,44,799.11,0,0,3,1,10,2085.47,383.34973869567693,0,0
459.96,UPI,8,3,874,45,282.17,2,0,2,3,6,606.29,2230.3917821183186,0,0
1287.54,UPI,0,3,586,44,160.8,2,0,1,4,9,1931.26,2882.0712213028905,0,0
5382.62,ACCOUNT,11,0,685,38,1208.5,5,0,0,2,10,2484.42,5715.0744857508225,0,0
360.3,UPI,2,0,1220,43,1278.07,1,0,0,5,5,310.05,136.79838335060973,1,0
1238.22,UPI,3,0,1497,41,481.52,3,0,0,2,7,447.83,7365.234796946042,0,0
901.29,UPI,5,1,938,33,288.83,1,0,1,1,6,790.64,11149.854435254996,0,0
1499.6,ACCOUNT,11,3,885,39,517.84,2,0,2,2,13,402.42,12161.192791772575,0,0
438.77,ACCOUNT,9,1,280,43,467.8,6,0,0,3,10,1384.28,1339.9370357821283,0,0
1682.35,ACCOUNT,15,1,1287,42,328.02,1,0,1,4,9,504.51,410.1895810895054,1,0
1533.77,UPI,19,2,515,35,891.45,5,0,0,4,7,1074.29,11823.34192833137,0,1
2500.11,UPI,6,6,48,27,101.11,2,0,1,1,6,458.6,2140.4715451501606,0,0
1700.34,UPI,14,3,884,38,839.84,2,0,0,1,8,2222.0,3279.448784707935,0,0
2735.02,ACCOUNT,21,4,462,38,296.73,1,0,1,0,7,546.04,5730.282913347109,0,0
1655.9,UPI,20,3,14,30,836.45,1,0,1,3,5,724.85,7129.395461897357,0,0
2846.7,UPI,5,2,500,38,510.55,0,0,0,4,6,9612.14,4783.730771017395,0,0
2328.64,ACCOUNT,23,5,500,45,209.88,4,0,1,3,10,2013.87,1803.7584792860328,0,0
1771.63,UPI,17,0,105,32,274.48,1,0,1,4,5,1213.71,1224.1252403637743,0,0
1969.29,UPI,17,6,346,40,115.18,2,0,0,0,8,1431.04,1839.3642245177725,0,0
1548.46,UPI,6,4,379,46,882.69,2,0,1,3,7,2101.34,2405.0495683537297,0,0
561.09,ACCOUNT,9,2,1276,40,361.42,1,1,2,2,6,445.52,1091.961392416113,0,0
1220.3,ACCOUNT,13,2,1324,47,802.31,2,0,1,1,5,1853.7,1713.0770895561675,0,0
635.1,UPI,12,5,951,54,830.51,2,0,2,4,8,977.04,688.6526134494378,1,0
1846.98,ACCOUNT,7,4,1262,43,553.06,2,0,1,6,5,794.91,538.8956842883207,0,0
110.06,UPI,11,5,1216,39,389.32,1,0,0,1,8,983.51,1875.0015677989363,0,0
800.81,UPI,9,5,529,41,397.0,3,1,0,2,4,134.08,7675.6091859235485,0,0
324.07,UPI,6,5,1203,37,489.71,2,0,0,3,10,1788.71,9932.783979381507,0,0
1073.32,ACCOUNT,14,6,935,45,796.92,2,0,1,4,10,1665.55,682.1847304663005,0,0
443.37,UPI,15,1,345,51,523.61,0,0,0,2,10,1343.44,436.8232358226409,0,0
6083.13,UPI,19,5,835,29,667.93,1,0,0,3,5,674.63,2819.452070398195,0,0
345.31,UPI,14,2,1104,36,2186.11,3,0,1,1,6,477.17,3207.576299547002,0,0
723.86,ACCOUNT,15,3,1269,44,604.34,1,0,2,2,6,488.0,5970.76291658457,0,0
5060.53,ACCOUNT,4,4,1279,35,1957.5,2,0,0,1,5,2903.22,5311.5018642575515,0,0
3465.69,ACCOUNT,9,2,657,48,718.07,4,0,0,2,10,306.02,160.93113171068438,1,0
3379.47,ACCOUNT,15,0,1041,46,456.46,0,0,1,2,6,3869.2,2651.685094344544,0,0
215.69,UPI,22,2,545,37,356.77,1,0,0,0,14,2142.92,10538.76545873211,0,0
889.61,UPI,17,6,1202,29,446.39,1,1,1,4,10,1574.19,721.2300802597919,0,1
407.73,UPI,3,5,256,54,1408.16,1,0,0,3,5,136.13,2407.713748929862,0,0
1692.62,UPI,22,4,572,42,243.65,2,0,0,3,12,421.74,4961.807653638528,0,0
2215.12,UPI,20,1,435,48,473.42,2,0,0,1,8,2513.62,55.43773639643661,0,0
3798.48,ACCOUNT,13,6,794,30,3337.05,2,0,1,3,7,1965.4,20345.895932569656,0,0
1158.51,UPI,4,2,794,41,1476.86,0,0,1,5,15,3372.32,501.5406789071336,0,0
589.03,UPI,23,0,755,43,847.66,1,0,0,0,7,1140.58,3660.947372064998,0,0
552.34,UPI,7,5,724,32,525.27,1,0,0,3,9,771.38,1770.5272081972216,0,0
1103.63,UPI,7,2,164,40,1718.05,0,0,1,1,6,1831.81,933.5418026825877,0,0
1709.11,ACCOUNT,21,1,1222,43,1851.66,4,0,0,1,6,1326.92,6916.356496095285,0,0
2241.52,ACCOUNT,20,6,1051,45,1611.74,0,0,1,1,11,1758.25,833.269534646071,0,0
1424.46,UPI,9,0,582,40,698.64,2,0,1,2,7,1771.9,401.1916439350035,0,0
340.53,UPI,10,2,147,38,342.31,2,0,0,1,12,622.93,2953.9241534622865,0,0
1268.07,ACCOUNT,11,4,1274,33,712.79,0,0,1,2,6,878.02,414.1918435660516,0,0
1562.34,UPI,21,5,619,38,589.14,2,0,0,7,7,126.4,5567.287136244517,0,0
100.7,UPI,0,3,857,41,1022.77,2,0,0,1,13,662.44,1949.969544197548,1,0
1340.65,UPI,16,3,750,36,292.32,1,0,0,2,8,293.45,1888.9187176339074,0,0
1085.65,UPI,6,5,1107,42,886.28,2,0,1,2,11,509.26,1914.2826167773685,1,0
2318.66,UPI,17,4,1460,41,2244.04,3,0,1,1,4,455.95,376.1797355912212,0,0
509.73,ACCOUNT,3,3,1073,44,2075.62,1,0,1,2,12,977.55,1345.1203176177414,0,0
1004.28,UPI,5,4,759,37,4394.66,2,0,0,2,5,3035.19,5731.425521973093,0,0
807.36,UPI,15,0,663,39,437.74,1,0,0,3,6,2905.81,363.6843925684513,0,0
1272.94,UPI,12,5,10,36,451.87,3,0,0,0,7,2742.53,9973.691182506038,1,0
451.2,ACCOUNT,6,4,984,37,2515.43,1,0,0,3,6,1531.79,1398.249262569469,0,0
2526.39,UPI,20,4,1161,42,744.57,2,0,1,1,12,363.16,3273.7475486062704,0,0
256.4,ACCOUNT,8,2,1125,42,307.84,3,0,0,1,8,2569.5,5664.288658584291,0,0
1704.15,UPI,9,4,195,40,780.83,3,0,0,2,10,2711.14,10202.551972229796,0,0
14597.63,ACCOUNT,0,1,510,31,574.45,5,1,2,5,7,292.35,3331.439899397598,1,0
894.56,UPI,15,0,1288,36,693.36,2,0,0,1,9,1357.29,2379.189496969184,1,0
3554.26,ACCOUNT,21,1,238,46,2528.34,2,0,1,3,11,378.31,2596.7534857780574,0,0
704.72,UPI,17,5,1155,43,2888.02,2,0,1,2,8,1078.76,5530.289089797028,0,0
5102.38,UPI,15,1,844,36,744.67,2,0,0,3,8,338.27,49.70618486405666,1,0
910.71,UPI,20,4,1064,48,2435.79,2,0,0,1,9,1061.45,179.0929533768346,0,0
1212.09,ACCOUNT,5,6,1259,38,1602.6,3,0,0,0,6,503.42,526.8972614820996,1,0
1220.12,UPI,18,6,1216,45,751.39,7,0,0,4,5,1191.25,4874.476940434385,0,0
321.05,ACCOUNT,5,2,746,33,963.65,1,0,0,2,6,3049.15,7407.51603387459,0,0
1913.8,ACCOUNT,16,0,624,36,118.12,1,0,0,2,8,5660.32,1423.815607206532,1,0
1036.34,UPI,2,5,884,39,360.83,2,0,0,0,13,2036.16,7070.988749479257,1,0
931.51,ACCOUNT,10,2,187,39,368.42,1,0,0,2,12,984.66,783.8697903421632,0,0
148.48,ACCOUNT,7,2,916,30,191.87,3,0,1,1,12,5894.73,7336.0626963459345,1,0
5757.43,ACCOUNT,0,3,145,32,635.38,1,0,0,1,10,693.35,924.2440545763919,1,0
10712.96,UPI,22,1,1344,34,187.17,1,0,0,1,6,4681.42,77.74544243508937,0,0
85.58,ACCOUNT,17,0,386,44,702.52,3,0,0,1,8,2599.17,1487.1573460613004,0,0
1244.01,UPI,20,0,971,37,655.99,2,0,1,3,14,260.28,5730.223526244233,0,0
1274.21,UPI,9,2,1238,36,221.45,2,1,0,2,8,1902.81,3485.410261583516,0,0
6559.97,ACCOUNT,20,0,757,36,329.71,5,0,1,0,3,1216.27,9782.055948015135,0,1
538.5,UPI,9,4,225,29,287.21,1,0,1,4,11,802.93,866.0411456213985,0,0
4611.24,ACCOUNT,3,6,549,44,647.27,0,0,0,3,7,198.1,1742.390447905265,0,0
477.43,UPI,3,0,492,31,1476.47,3,0,0,4,9,652.03,2141.58324611997,0,1
1024.5,UPI,22,4,623,39,1504.02,0,0,0,1,9,1033.4,1541.3273178981415,0,0
3117.78,ACCOUNT,2,6,1130,33,1787.73,1,0,0,2,11,1421.25,1675.9689163657556,0,0
1829.44,UPI,17,6,102,40,425.98,3,0,0,1,11,948.04,1496.3702807024838,0,0
1150.64,UPI,18,3,1376,58,1188.04,1,0,1,0,10,890.08,651.8094101917383,1,0
1487.07,UPI,2,3,1184,47,1493.09,0,0,2,4,4,1584.9,5936.171290006648,0,0
3322.79,ACCOUNT,14,1,427,58,785.54,2,0,1,1,12,324.13,1611.5121314773603,0,0
991.9,UPI,8,4,460,37,390.9,2,0,0,5,5,1583.46,955.1885491942202,1,0
1562.77,UPI,13,6,127,44,806.74,2,0,0,2,8,2938.47,1921.1156148943883,0,0
3946.87,UPI,21,2,1216,48,484.04,3,0,0,0,9,243.09,2923.8565803239258,0,0
1199.44,UPI,19,1,498,28,1734.19,2,0,1,0,4,976.11,864.1330566345082,0,0
697.73,ACCOUNT,6,5,704,30,944.79,1,0,0,0,11,193.56,3683.3564838715524,0,0
2245.33,UPI,0,2,313,27,1068.75,2,0,1,3,8,914.25,1666.9888733433359,0,0
3687.81,ACCOUNT,13,0,204,38,1201.0,2,0,0,2,14,645.89,7994.123110921168,0,0
3657.46,UPI,9,5,1017,39,293.83,1,0,2,2,6,4561.12,3653.7448344970053,1,1
2203.83,UPI,8,2,150,45,1722.8,0,0,0,4,14,1475.48,6759.936185144992,0,0
5299.85,ACCOUNT,5,5,773,39,469.19,6,0,3,3,12,1300.6,1000.918360502818,1,0
1305.07,UPI,17,1,92,31,585.2,2,0,1,3,6,630.72,2321.844114130236,1,0
689.79,UPI,6,1,66,31,485.38,3,0,0,2,9,1365.74,2315.221084482134,0,0
274.36,UPI,15,4,463,31,483.48,1,0,0,2,6,3909.93,2737.8163351421344,1,0
409.48,UPI,7,3,1240,35,437.21,3,0,1,1,14,307.13,2512.987302929192,0,0
1747.59,UPI,0,6,1226,36,255.15,3,0,1,1,2,3968.22,9319.225968862846,0,0
1749.07,UPI,12,2,578,30,2058.8,0,0,0,4,8,358.46,7776.899488296449,1,0
4675.58,UPI,14,1,1116,39,366.68,4,0,0,1,5,1802.0,1839.3578234175054,0,0
2124.16,ACCOUNT,7,4,1234,40,1503.91,1,0,0,0,11,235.17,381.55417515018434,1,0
1675.04,UPI,18,6,1444,47,2687.63,2,0,1,4,7,1840.96,1856.7033174539965,1,0
625.47,UPI,22,5,41,43,1639.08,2,0,0,3,9,269.34,4115.633449184396,0,0
3579.88,UPI,20,3,770,32,579.12,2,0,0,1,6,593.44,2131.8085523345567,0,0
